country,year,military_expenditures_usd_2022,military_expenditures_current_usd,share_GDP,share_govt
Latvia,1995,115652828.76446319,43560331.05851605,0.008056568443875,
Latvia,1996,89915323.34969452,38154934.555992685,0.0063914468333159,
Latvia,1997,87070911.75996499,37988313.149521515,0.0058211490874143,
Latvia,1998,93806187.35440253,42180166.50441998,0.005878479864961,0.0158744394618834
Latvia,1999,121926584.97416863,56568626.39124591,0.0075094082841368,0.0191075050709939
Latvia,2000,152313180.47872,69990683.3593674,0.0088171501160681,0.0243450221684804
Latvia,2001,191184472.30739108,86966741.0976613,0.0104153876427658,0.030316035895435
Latvia,2002,312580244.65190125,147224840.18430957,0.0154220827552533,0.0450121654501216
Latvia,2003,360622450.64683634,189144251.39214104,0.0161002427493687,0.048856416772554
Latvia,2004,389273966.560599,229353322.5009529,0.0159565821670758,0.0476615301432819
Latvia,2005,452986838.7980219,272551115.7794651,0.0161062192658035,0.0466751918158567
Latvia,2006,569450965.8651849,367825490.44443804,0.0170523464011206,0.0506388121546961
Latvia,2007,620765134.3980268,481492627.1441468,0.0155039879604486,0.0470714094677721
Latvia,2008,608209485.094755,581752272.926594,0.0162264137558566,0.0446388515029161
Latvia,2009,386269483.12425053,363809251.07008857,0.0137736784110827,0.0324851042701092
Latvia,2010,292468429.77789,259672124.19746745,0.010835925294035,0.0253951800984711
Latvia,2011,302666974.6680272,296834929.21251106,0.0107114811696512,0.0268552581504503
Latvia,2012,278228013.42292523,255740342.5892489,0.009076622429155,0.0244561877841956
Latvia,2013,298728711.82507205,283568932.7399981,0.0093894195835335,0.0251530852567122
Latvia,2014,309812799.1377439,295728965.26571095,0.0094346003576936,0.0249608062709966
Latvia,2015,353705424.1158003,282688255.5173561,0.0103735427695592,0.0277427078798432
Latvia,2016,509790030.8835838,404552452.1662634,0.0145006228291436,0.0401418439716312
Latvia,2017,578877275.6524463,482461999.11382145,0.0159351134040874,0.0436725573837091
Latvia,2018,789083011.8259115,709370536.9262184,0.0206149811300221,0.0541539016038925
Latvia,2019,789215097.7041211,691894312.5839678,0.0202140007840069,0.0535946578787615
Latvia,2020,829540419.534335,742049469.9646643,0.0216211101523023,0.0522388059701492
Latvia,2021,858750715.0142404,823084200.5676442,0.0208702338506654,0.0483299770849246
Latvia,2022,856142771.7990358,856142771.7990358,0.0209415852844309,0.0517647058823529
Latvia,2023,926100735.5747614,1045283944.3217615,0.0226754267524368,0.056316589057043
Lithuania,1993,193340261.9464205,20769763.769377038,0.0081226064332592,0.0219588194406585
Lithuania,1994,104287058.10360856,21062271.38457671,0.0049337759849243,0.0135480153444599
Lithuania,1995,108573647.16950263,30453612.5,0.004543728737946,0.013738280088362
Lithuania,1996,120895266.89208291,42260000.0,0.0050398000923094,0.0157116071672886
Lithuania,1997,198660955.9682709,75611000.0,0.0074711115285444,0.0229183246692845
Lithuania,1998,345532029.99968714,138175000.00000003,0.0122925433619045,0.0333902762295934
Lithuania,1999,264275166.82089925,106450000.0,0.0097010249182819,0.0245804671900524
Lithuania,2000,345171782.6121637,140400000.0,0.0121669999047962,0.0339208764149402
Lithuania,2001,404727197.4662834,166875000.0,0.0136194363753379,0.0388741931173471
Lithuania,2002,403470271.1824658,181481441.1905487,0.0127128874631594,0.0383307097121896
Lithuania,2003,394644891.5627132,210822413.23545268,0.0112122849806511,0.0349657245951496
Lithuania,2004,455271967.27671486,270841799.76192105,0.0119594328186274,0.0360278883315529
Lithuania,2005,496304187.2302919,303819006.3517927,0.0116345400761345,0.0347709047894404
Lithuania,2006,549315171.05946,351605788.76038694,0.0116518481322545,0.0345026827449192
Lithuania,2007,598856446.3862426,442004493.3491301,0.0111360756727258,0.0322941953894994
Lithuania,2008,617596687.7372674,541390194.6476148,0.0113160855191207,0.0305189187162165
Lithuania,2009,465934008.75369287,404826028.6711513,0.0108280378279988,0.0247717862243328
Lithuania,2010,388939143.8248882,326320918.6864288,0.0087865909205056,0.0213265650012637
Lithuania,2011,375488320.3184611,344605215.4286405,0.0079070084805225,0.0190759660925974
Lithuania,2012,376076481.83143926,328631681.6129308,0.0076526581014273,0.0217708236004171
Lithuania,2013,389125836.62619257,354862149.70338446,0.0076290748208421,0.0220269674611431
Lithuania,2014,467898920.9597559,426913695.3658939,0.0087959625774435,0.0258593458645938
Lithuania,2015,623379905.2208087,471221026.9490962,0.0113774817357898,0.0330738693858488
Lithuania,2016,835442842.2512062,635448102.4122891,0.0147750587185704,0.0443706563706563
Lithuania,2017,1014600557.239704,812106965.0199627,0.0171207046761201,0.052839830632209
Lithuania,2018,1221624889.3075125,1056383744.6738194,0.019663749466677,0.0593147325866525
Lithuania,2019,1303128637.8771167,1093819973.130318,0.0199554075372467,0.059147596561327
Lithuania,2020,1357531421.2398114,1174056765.074661,0.0206523858406958,0.0493295019157088
Lithuania,2021,1391222285.772711,1306764427.6253548,0.0195651032201318,0.0527975536337139
Lithuania,2022,1734372764.9835505,1734372764.9835505,0.0244662159116053,0.0678126413620101
Lithuania,2023,1924409675.2014077,2160751249.9945984,0.0271567834515769,0.0692856647959537
Luxembourg,1993,156453957.18612722,97653069.70687461,0.0070715443383003,
Luxembourg,1994,172564635.70421892,113834573.48578647,0.0074156143550964,
Luxembourg,1995,168446665.0662627,128521764.26355615,0.0059532687818364,0.0148965184183867
Luxembourg,1996,173906065.62574905,127833884.33315228,0.0058703604744991,0.0146878071209346
Luxembourg,1997,187831302.2477395,121130606.41413054,0.0061389004012586,0.0149049639704909
Luxembourg,1998,201538855.02789786,129319441.15381569,0.0063992050413869,0.0153070533463596
Luxembourg,1999,204450016.59467196,127052871.96012129,0.0057140192589807,0.0144516791140708
Luxembourg,2000,208715910.7432184,115698727.11955428,0.0054411854308621,0.0143864587484894
Luxembourg,2001,261804051.7449956,144712221.63036022,0.0068028707976123,0.0177555286335247
Luxembourg,2002,233558370.47850963,138593169.49104702,0.0058682553563861,0.0140988197455923
Luxembourg,2003,247120156.60579523,179459262.35985342,0.0060717994174289,0.013989706850761
Luxembourg,2004,259595585.1415414,212017959.4206214,0.0061123547087958,0.0138687332593233
Luxembourg,2005,262675662.77553737,220210896.70079115,0.0058477615707441,0.0134597131540772
Luxembourg,2006,257159171.30943024,223272213.0269358,0.0052078771268481,0.0132169489948391
Luxembourg,2007,266657348.52266297,258432797.19653025,0.0050162400683641,0.013415333717803
Luxembourg,2008,199401350.2029374,213864576.84842718,0.0036491279496482,0.0096217213654936
Luxembourg,2009,197309406.05026436,201432812.43271104,0.003713117571156,0.0086966952558027
Luxembourg,2010,248804089.4563577,247667357.5747141,0.0044100949667963,0.0105109324939576
Luxembourg,2011,214865639.68490592,232152414.31560218,0.0037677558880435,0.0090780604479234
Luxembourg,2012,209292511.5075197,214571871.2979928,0.003589372517073,0.0085839115908506
Luxembourg,2013,216812140.20949137,233682396.41297522,0.0035849237579395,0.0086930751753432
Luxembourg,2014,232596588.5855329,252079423.06184426,0.0036685682593697,0.0090329941998668
Luxembourg,2015,274141858.86055344,249528668.07142067,0.0041557152794975,0.0102951269732326
Luxembourg,2016,258768375.03060824,235555944.6812001,0.0037894915726333,0.009463301937089
Luxembourg,2017,343931239.5532303,323138029.306824,0.0049511091722323,0.0119945025196784
Luxembourg,2018,354045408.4702767,355275426.9796868,0.0050065564266187,0.0118359482521332
Luxembourg,2019,394222076.89390844,381773399.0147783,0.0054619837998841,0.012676108694844
Luxembourg,2020,427709488.8070929,425168129.48820245,0.0057807708222396,0.0123102310231023
Luxembourg,2021,381378776.43654084,403263954.5884579,0.0047124923612018,0.0109900734820162
Luxembourg,2022,509908748.2225047,509908748.2225046,0.0062532600704252,0.0143320128891122
Luxembourg,2023,625223917.4981875,662492815.5020938,0.007490545294635,0.0162266737232072
Malta,1993,44107093.92984487,24637705.571557716,0.010019610478445,
Malta,1994,47367704.77238926,27870262.14063151,0.0102405911504141,
Malta,1995,47354620.088289544,31144859.95513214,0.0084235824791852,
Malta,1996,50646039.1635877,33296174.81652982,0.0087481236922169,
Malta,1997,49191254.886868924,31142214.89118188,0.0082469119366237,
Malta,1998,45155572.6976908,29081268.414084554,0.0073147185813865,
Malta,1999,43690923.843730256,27986620.662638806,0.0068365467249904,
Malta,2000,42469516.77730534,25353948.051693562,0.0062551734867882,0.0146363122171945
Malta,2001,45331534.68479709,27119323.113904968,0.0066691744936558,0.0150026385224274
Malta,2002,44766395.46414454,28403690.79676857,0.0063584606729553,0.0146228338430173
Malta,2003,46187951.37571364,34125502.004604384,0.0063012290875666,0.0138444136657433
Malta,2004,48754961.874647796,40526469.18882293,0.0067053001715989,0.0158176956733106
Malta,2005,61512300.59757697,52498963.317582384,0.0081960496804748,0.0194684622467771
Malta,2006,49942572.23295214,44434425.83726032,0.0065305175069401,0.0154756140350877
Malta,2007,49999637.870078355,49263377.115655854,0.0061769072153658,0.0150975094976783
Malta,2008,51290703.334967434,56032519.13428791,0.006163691989291,0.0146391121316494
Malta,2009,55888827.65901359,59110111.51042658,0.0067975102214392,0.0165499805523142
Malta,2010,57374322.5954595,58728949.93013661,0.0065059092557701,0.0163627306273062
Malta,2011,50525781.92430508,55893126.48136178,0.0058064023871709,0.0142628591699184
Malta,2012,47692458.820629366,49922008.906659946,0.0052758789938901,0.0126890920966688
Malta,2013,49147537.86093394,53789438.88342302,0.0050994759495067,0.0126323666978484
Malta,2014,51517115.5141721,56514879.91665989,0.0048676155038784,0.012187982832618
Malta,2015,55870478.423713945,51796606.41011423,0.0046720371675054,0.0122296412673474
Malta,2016,64135660.06529432,59672922.989577785,0.0051188884413267,0.014073779342723
Malta,2017,67132765.86359861,64235888.16573347,0.0047962579758635,0.013919523462193
Malta,2018,65671771.53925915,66869091.03785277,0.0043432531507557,0.012071915619007
Malta,2019,81764991.71892174,80267577.25033587,0.0050186873313049,0.0140578431372549
Malta,2020,85784743.77675684,86287472.92830275,0.0056688193104881,0.012535187945024
Malta,2021,83034920.98862198,87950567.64427625,0.0048631943313928,0.011275166767738
Malta,2022,78303406.90131009,78303406.90131009,0.004325294123736,0.0107975344452501
Malta,2023,103616396.9295006,112636721.5353434,0.0055864401813087,0.013772391017173
Moldova,1993,45155996.31207528,0.0,0.0053006715758144,
Moldova,1994,39908259.60482962,0.0,0.0077379406729029,
Moldova,1995,50342223.067627475,13345789.403443212,0.0092596593679973,0.0220345207491737
Moldova,1996,48030115.548742525,15354611.161303775,0.0090669365629923,0.020941943127962
Moldova,1997,48927591.91059302,17410750.976516034,0.0090277252095021,0.0196485233097388
Moldova,1998,32168750.362083416,10613141.676131604,0.0062485522816917,0.0159842961301177
Moldova,1999,25532070.101954177,5990984.994009015,0.0051129914294901,0.0154867256637168
Moldova,2000,19538299.95978757,5090797.9604638815,0.0038728249927285,0.0113828448120841
Moldova,2001,21568298.17645196,5961865.82304063,0.0040259231659649,0.0136428317324795
Moldova,2002,25289310.722746633,6978372.204413987,0.0041984658708172,0.013657340640323
Moldova,2003,27482267.32299023,8246742.536698004,0.0041638126446517,0.0124284015994812
Moldova,2004,24556784.700598642,9378005.953105103,0.0036097903653612,0.0103702242152466
Moldova,2005,28585809.16982369,11960379.694593476,0.004002351012048,0.0107824842587292
Moldova,2006,36331143.60138326,16449497.757232826,0.0048263447637712,0.011976711948988
Moldova,2007,41283845.88781654,22718473.793029595,0.0051619354165891,0.0120853599754611
Moldova,2008,50819153.67125169,36845650.50038491,0.006085356171256,0.0146643177205009
Moldova,2009,36747152.340941615,24906387.26866854,0.0045788664907611,0.0101077625570776
Moldova,2010,28022982.991945162,18335718.27023356,0.0026287917456208,0.0077098276506781
Moldova,2011,30933346.768431664,22966963.69243351,0.0027294960036609,0.0083823026458974
Moldova,2012,31728263.54430172,23870072.823950987,0.0027407991661781,0.0081406808774251
Moldova,2013,35275489.0694443,26710522.134299424,0.0028126154586377,0.0086696407849609
Moldova,2014,38629375.84746543,27565559.837630305,0.0029318544637109,0.0086803374315713
Moldova,2015,39490802.07325995,23051814.594477925,0.002956245013412,0.0093286310266225
Moldova,2016,46844256.24139977,27431006.07972256,0.0034419128207635,0.0112999132840566
Moldova,2017,45875751.922959305,30926160.543156937,0.0032453200696417,0.0104761206074389
Moldova,2018,48970541.40459853,37404689.5300252,0.0033232374313799,0.0105403546444328
Moldova,2019,55528056.68146539,43009328.57307383,0.0036212237885208,0.0113214697144243
Moldova,2020,55160650.56289228,44533780.657103196,0.0038546327773758,0.0105069941999317
Moldova,2021,62330709.35029829,52293263.18197415,0.0037772851135782,0.0109229041737343
Moldova,2022,47749815.11375369,47749815.11375369,0.003288750315498,0.0089843983501703
Moldova,2023,79299581.69600411,93410827.11401713,0.0054667881587065,0.0140451344350747
Montenegro,1993,,,,
Montenegro,1994,,,,
Montenegro,1995,,,,
Montenegro,1996,,,,
Montenegro,1997,,,,
Montenegro,1998,,,,
Montenegro,1999,,,,
Montenegro,2000,,,,
Montenegro,2001,,,,
Montenegro,2002,,,,
Montenegro,2003,,,,
Montenegro,2004,,,,
Montenegro,2005,84124385.85055187,60811819.13147292,0.0269436332580307,0.0705627705627705
Montenegro,2006,83071225.4811432,62347815.505663365,0.0229071316307388,0.0538461538461538
Montenegro,2007,75125365.0506383,64190474.62628552,0.0174405848731745,0.0397794741306191
Montenegro,2008,85570834.36522356,85106382.9787234,0.0187218246206494,0.0366330390920554
Montenegro,2009,78575655.83774245,76683387.90541826,0.0184376127299691,0.0359141184124918
Montenegro,2010,80185690.44747591,75094861.89564861,0.0181434774678489,0.0388888888888888
Montenegro,2011,78058252.89472811,79376663.81689152,0.0174896930267889,0.0386332882273342
Montenegro,2012,69175750.28794645,67712201.30182168,0.0165646177250839,0.0362448418156808
Montenegro,2013,62715059.5812747,64836243.07749093,0.0145226142609026,0.0316885139519792
Montenegro,2014,65851725.938158095,67544018.04251838,0.0147227234869516,0.0332962720732504
Montenegro,2015,65342934.173466414,56891427.30398138,0.014037175982553,0.0302648967551622
Montenegro,2016,71275957.10863984,61714551.610020526,0.0141128063506996,0.029699308142629
Montenegro,2017,73089514.85836081,65734886.37693362,0.0136277677368931,0.0289318518518518
Montenegro,2018,77630691.88318428,75365603.2010198,0.0136929487275713,0.0290236363636363
Montenegro,2019,80029448.51684783,73962158.53112406,0.0133441196432034,0.0303458888378502
Montenegro,2020,88351183.43276967,82920323.7205061,0.0173802726045561,0.0319762637362637
Montenegro,2021,91394551.05100463,91137653.73699148,0.0155528019503059,0.0346987843313822
Montenegro,2022,98011519.01183876,98011519.01183875,0.0160746495179335,0.0372301238513783
Montenegro,2023,102976365.93359113,114519816.2497137,0.0163424966016393,0.037389770723104
Netherlands,1993,11765861302.235577,7054868961.851336,0.0202782940845454,0.0389346167697999
Netherlands,1994,11346468475.481108,7137373800.973025,0.0191306097545144,0.0377670139289329
Netherlands,1995,11024345687.563541,8011539559.498451,0.0179424050457827,0.0333487582909147
Netherlands,1996,11095123817.339533,7829004727.937707,0.0175660773571403,0.0374187824870052
Netherlands,1997,10986215641.1321,6839136798.547176,0.0165927318261403,0.0364779230166857
Netherlands,1998,10949491210.427984,6836084823.129622,0.015806480613385,0.0356362309692438
Netherlands,1999,11487266506.400858,7026433290.327254,0.0158982542582887,0.0360610202854174
Netherlands,2000,11029399299.825598,5971807628.524047,0.0143400434064074,0.0338422179293061
Netherlands,2001,11319914943.823174,6200391942.801407,0.0143790686912328,0.0333702562126757
Netherlands,2002,11307588697.41038,6728153969.224977,0.0142655601162955,0.0326615832347257
Netherlands,2003,11470950643.841444,8356338470.081284,0.0144380959809676,0.0323025374332484
Netherlands,2004,11554240850.2868,9377114724.37963,0.0142682783976904,0.0326874050476763
Netherlands,2005,11574571064.39319,9566980052.728449,0.013964852790883,0.0327929648369729
Netherlands,2006,12121117417.221743,10217765740.31445,0.0139338905749077,0.0321138355629679
Netherlands,2007,12284487654.516867,11480377423.566801,0.0135471679829449,0.0317281396219706
Netherlands,2008,12072184421.1411,12374848939.832277,0.013053192376985,0.0300344500261308
Netherlands,2009,12332717346.99863,12131812075.688726,0.0139763332170372,0.0291820797369502
Netherlands,2010,11813475969.83814,11220523280.069399,0.013254337150161,0.0275173932531717
Netherlands,2011,11416526562.996384,11647934608.08641,0.0128836534898417,0.027326004220056
Netherlands,2012,10727724494.498743,10364720786.746397,0.0123540888805849,0.0262725416309767
Netherlands,2013,9992099330.330158,10226260324.845083,0.0116615162393654,0.0248959168369062
Netherlands,2014,10006008270.471207,10332602877.924435,0.0115968789088093,0.0251640607582175
Netherlands,2015,9981810030.26297,8667849617.389376,0.0113271150479414,0.0252558447643513
Netherlands,2016,10493405519.212294,9115240931.644712,0.0116362691769595,0.0266600251643933
Netherlands,2017,10722749530.124912,9580685498.216303,0.0115680366756712,0.0272451421460706
Netherlands,2018,11627231046.420137,11114927469.518312,0.012166741818661,0.0287768267229761
Netherlands,2019,12895335118.546284,12000671742.051052,0.0131836099648855,0.0312969900114746
Netherlands,2020,13637434318.498255,13085717542.459822,0.0144126398252419,0.0301322078474294
Netherlands,2021,14083703243.104616,14395695364.23841,0.0139825198400619,0.0303494941335447
Netherlands,2022,13632443393.606907,13632443393.606907,0.0135218961159001,0.0310883836506196
Netherlands,2023,15560066365.04267,16624820117.458439,0.0153256247074407,0.0338840482057176
North Macedonia,1993,,,,
North Macedonia,1994,,,,
North Macedonia,1995,,,,
North Macedonia,1996,161822607.19576108,130636725.85296552,0.0281367674231935,
North Macedonia,1997,127332801.23043588,83254172.20794544,0.0212824694412776,0.0646348279716805
North Macedonia,1998,130872159.02083246,78991291.12752631,0.0209823976120451,0.0639474388322383
North Macedonia,1999,116143447.54924244,66236920.44891374,0.0171382060586218,0.0516570269455332
North Macedonia,2000,133023308.48481986,69828947.90748347,0.01850821459557,0.0577937408951625
North Macedonia,2001,423064030.7068135,226303002.33255094,0.0610039562766158,0.1632785077254265
North Macedonia,2002,183718115.2878022,106309576.71974117,0.0264559751876127,0.0692703375929038
North Macedonia,2003,167541056.87272954,115827201.7201039,0.0234170115867248,0.0650477106141901
North Macedonia,2004,178754442.9340325,135256294.79112485,0.0238010407130391,0.0697635575969518
North Macedonia,2005,166543848.32182047,127003654.35225034,0.0202926330577443,0.0624565692447389
North Macedonia,2006,158529103.83823806,126008876.72176026,0.0183653768735824,0.058390003513203
North Macedonia,2007,183329021.81200907,162567237.05449164,0.0195006969471653,0.0620078622653898
North Macedonia,2008,168232966.34441462,172658158.91486755,0.0174234086894232,0.0516070077244884
North Macedonia,2009,164110375.3815139,158716661.45131811,0.0168816456224776,0.0502996636867975
North Macedonia,2010,139602096.48891485,130021469.10642913,0.0138215461102863,0.0425140855472789
North Macedonia,2011,130238973.72740395,132461994.8090471,0.0126218709982742,0.0396219652397376
North Macedonia,2012,123040130.24049242,119410402.52410194,0.0122531966171625,0.0368440381158551
North Macedonia,2013,122860881.7875444,126506348.7034247,0.0116943718855289,0.0369221962205279
North Macedonia,2014,121056291.4751788,124185105.67970967,0.0109296080025623,0.0344626049541339
North Macedonia,2015,116914668.38807747,99983659.56435409,0.0099342769175221,0.0308303906544961
North Macedonia,2016,121783460.17064151,103520137.26839456,0.0097011597790921,0.0311862244897959
North Macedonia,2017,115205304.27560122,100754692.05276136,0.0089504140654102,0.028178433359989
North Macedonia,2018,127927027.07906583,119606163.9673446,0.0094310873267023,0.0311602607687077
North Macedonia,2019,163540251.0941239,146093380.39957786,0.0115911628553257,0.0369078155022938
North Macedonia,2020,167115761.53795415,153537482.89507747,0.0124058656980425,0.0340795284769081
North Macedonia,2021,206748808.11044812,205555663.24849284,0.0147193209314226,0.0412145144740524
North Macedonia,2022,220214187.36261475,220214187.36261475,0.016229276570772,0.0462830734343267
North Macedonia,2023,235906951.65068614,266629712.72402596,0.0169895545621264,0.0470067231984364
Norway,1993,4441379809.851166,3175583193.4289336,0.0268734984456601,0.0524286169764643
Norway,1994,4670016559.9982,3403291213.1353807,0.0273313708243106,0.0542412458391483
Norway,1995,4217418207.9976335,3508040838.747561,0.0230749103957538,0.0467681688569955
Norway,1996,4275215945.3049364,3537003415.6044908,0.021630749742096,0.0459855147543495
Norway,1997,4204215277.217514,3253032487.912461,0.0201607957074415,0.0443136582744827
Norway,1998,4482739380.579097,3324939364.620748,0.0215673766669646,0.0450970628576153
Norway,1999,4505161284.443354,3309198286.484331,0.0203910557145362,0.0438840504796656
Norway,2000,4355582980.9433565,2922343509.993365,0.0170583187323179,0.0412432956795715
Norway,2001,4384230395.781743,2965973986.976806,0.0170454145987594,0.0393946555977369
Norway,2002,5268609393.546965,4065868548.482047,0.0208059193132078,0.0449696748041815
Norway,2003,5065335120.19229,4517514992.471986,0.0197485448684346,0.0413365728834149
Norway,2004,5193760873.101326,4887380337.436192,0.0184878514417381,0.0411729639410068
Norway,2005,4886517613.363933,4884904928.211099,0.0157588467314326,0.0377164703203461
Norway,2006,4877099406.983406,5011748966.605492,0.0144466802794409,0.0356885099919389
Norway,2007,5188663215.799152,5875288100.490133,0.0145917207799086,0.0356074219436592
Norway,2008,5217732159.140807,6370921985.815603,0.0137033371660879,0.0344664850554425
Norway,2009,5535789300.773482,6195603602.228254,0.0159690979918941,0.035024317448331
Norway,2010,5449302187.913323,6498659038.379132,0.0150762795492814,0.03389919737637
Norway,2011,5552070956.350824,7232260585.482308,0.0144252755140788,0.0333412846602452
Norway,2012,5653210247.647657,7143962183.068329,0.013931899961181,0.0328579108820087
Norway,2013,5784509697.841117,7391829787.234042,0.014052521813978,0.0323384640588581
Norway,2014,6035183730.854652,7336785328.333601,0.0146227942776464,0.0323330512682439
Norway,2015,5991258821.967796,5815228174.603174,0.0149812327266488,0.0310792988037246
Norway,2016,6218066809.495271,5997385047.521712,0.016173438359967,0.0320846729269457
Norway,2017,6862618826.7012,6853260032.985157,0.017051532859499,0.0346388727572821
Norway,2018,7230121953.565979,7541055169.17745,0.0171529737478334,0.0359645214618189
Norway,2019,7649900929.581488,7542135789.832821,0.0184373537818427,0.0367256073586337
Norway,2020,7750435724.8448715,7225183140.460771,0.0196598369239435,0.0346581244461646
Norway,2021,7976932484.624522,8435121610.613291,0.0172102421396042,0.0362132536621435
Norway,2022,8697821939.022533,8697821939.022533,0.0150052130230794,0.0389568808023563
Norway,2023,9005210723.802856,8668565965.945122,0.0160728115834894,0.0400192261475606
Poland,1993,4969716152.905848,2123378415.6776152,0.0246918731544485,
Poland,1994,4961427467.298162,2251923178.4815254,0.0227323210335054,
Poland,1995,4992448021.417008,2719362633.91863,0.0195550705469987,0.0409831888381343
Poland,1996,5253732085.135522,3083416787.211157,0.0196791940080864,0.0385818841689523
Poland,1997,5757185722.394951,3192276376.898658,0.0203130669657496,0.0438254083879664
Poland,1998,5979041133.081158,3491022616.101744,0.0201908131442398,0.0456094251032844
Poland,1999,5886792954.834735,3226555351.376695,0.0190113577122386,0.0450122903692033
Poland,2000,5721859370.916899,3146106712.501179,0.0183033658531361,0.0424422647131859
Poland,2001,5900830578.381876,3630645594.665234,0.0190563800121798,0.0424106760712879
Poland,2002,6002202260.685377,3776173214.412639,0.0190063864932514,0.0419584742670087
Poland,2003,6245437527.018144,4150261758.5650077,0.0190804203657513,0.0417682145768369
Poland,2004,6541796271.501343,4778627749.040365,0.018732410064926,0.0431049577421717
Poland,2005,6987741450.320487,5896404861.102526,0.0192612986992007,0.0435394938037747
Poland,2006,7428321452.831044,6619413758.878047,0.0192075038034244,0.0432100349616515
Poland,2007,8391231579.9939785,8589136364.45745,0.0200203282841041,0.0466670592507532
Poland,2008,7632399012.916331,9349421394.298615,0.0175213971068109,0.0396663972345345
Poland,2009,8050611606.267212,7903812008.435518,0.0179741622783841,0.0399304403018787
Poland,2010,8434908362.693968,8790170132.325142,0.0184785215509548,0.0399582100892784
Poland,2011,8552858318.700342,9455422988.001415,0.0180318361835198,0.0405983308528475
Poland,2012,8627608298.91648,8986838792.09222,0.0181467677038876,0.041782427566751
Poland,2013,8557751675.983313,9275711727.445879,0.0179844993577183,0.041424633223073
Poland,2014,9520936824.34201,10345153574.872198,0.0191903675982857,0.0447249939698272
Poland,2015,11330456637.35913,10212785780.607508,0.0214054583031919,0.0512868590490832
Poland,2016,10702862369.092148,9164190586.637737,0.0194921770662177,0.0471575940658428
Poland,2017,10944683922.698185,9870680628.272251,0.0190165998081495,0.0459126580660087
Poland,2018,12396732636.76003,12040673422.956453,0.0204480024979943,0.0493352984491242
Poland,2019,12605484905.08355,11786153846.153847,0.019750953903269,0.0471654739618877
Poland,2020,14426156772.593372,13718291431.503332,0.0228748515617246,0.0474114037965368
Poland,2021,15153712225.081066,15295541731.467085,0.022426236137091,0.0508625311371413
Poland,2022,15341313422.532776,15341313422.532776,0.0222856108974912,0.0510092003253318
Poland,2023,26778821617.4948,31649874711.64732,0.0383272853898223,0.0811915596843083
Portugal,1993,2679908848.1372914,1655575218.5656312,0.0178650706580181,0.0376043244337476
Portugal,1994,2607066409.896433,1641548411.4288273,0.0168121275838708,0.0385869901801068
Portugal,1995,2799886780.6306744,2016499720.1793003,0.0170698985615926,0.0400806440030606
Portugal,1996,2700994518.2803345,1964184856.090519,0.0160164392895377,0.0372100147153852
Portugal,1997,2755125414.481633,1803958424.1747174,0.0154115692093071,0.0363508264312771
Portugal,1998,2698108362.595064,1763863840.3022816,0.0142261228762117,0.0333827591375573
Portugal,1999,2838209628.290645,1817405621.2408,0.0142584248484356,0.0335424029346675
Portugal,2000,2922816459.863187,1664674242.8991804,0.0140646796313069,0.0328420354668236
Portugal,2001,3040979297.799296,1755718394.7868862,0.0144450317171971,0.0327502188879516
Portugal,2002,3123979995.5265026,1965227762.2059937,0.0146402023240965,0.0331542282636898
Portugal,2003,3035030405.4255104,2363340458.7182884,0.0143269340811947,0.0316275978733687
Portugal,2004,3246664384.5499215,2847156258.3424907,0.0150487398691889,0.0327281550626587
Portugal,2005,3498323014.1628017,3142565786.2010646,0.0159379180313443,0.0340993428421066
Portugal,2006,3375429058.2239904,3153770788.3548837,0.0151208523296057,0.0334887438390835
Portugal,2007,3168773784.010821,3309436410.370115,0.0137790810197484,0.0309298131163897
Portugal,2008,3239555923.333031,3714798403.3398027,0.0141594674624287,0.0312292195157993
Portugal,2009,3466520996.2155004,3738315160.38914,0.0153406376621365,0.0305451821246552
Portugal,2010,3395706308.393104,3540186346.5091486,0.0148821803172514,0.0286753347064881
Portugal,2011,3219654817.992166,3651882589.2639937,0.0149179847868469,0.0298224502769957
Portugal,2012,2821522487.946688,3039982320.305694,0.0140585994869538,0.0287561681129828
Portugal,2013,2922024062.60516,3262259363.5606823,0.0144112106338381,0.0288678447222483
Portugal,2014,2698813496.5749564,3002398602.047124,0.0130768664159841,0.0252996154190144
Portugal,2015,2829310642.1838326,2643894865.25452,0.0132655839631643,0.0275533673127376
Portugal,2016,3390246160.7899995,3178346408.515348,0.0154110296138377,0.0343714121699196
Portugal,2017,2820808317.620829,2719739269.423031,0.012370678817014,0.0272675118395446
Portugal,2018,3168686715.8906198,3245871841.17654,0.0134025963919118,0.0309956944162665
Portugal,2019,3384235157.0734653,3299373040.7523513,0.0137469631433049,0.0323903103842433
Portugal,2020,3292775428.277834,3267981306.280634,0.01429790701133,0.0290402633578121
Portugal,2021,3723429339.2826447,3882450331.1258283,0.0151953308872167,0.0320177106800472
Portugal,2022,3566560367.531364,3566560367.531364,0.0139926906492031,0.0316667289230884
Portugal,2023,3904192984.443247,4223188318.1144423,0.0151929712406408,0.0344220286894268
Romania,1993,2081507136.3102038,722451519.7006516,0.0274060801469377,0.0811078286558345
Romania,1994,2482185961.124348,936686222.5014956,0.0311472840805895,0.0931670673076923
Romania,1995,2420251895.771199,983140541.3912497,0.0261344768528808,0.0797685554668795
Romania,1996,2352055597.1589236,874451238.8869796,0.0236907292563377,0.0732681336593317
Romania,1997,2637216216.2888417,1074785782.2470613,0.0301764996200518,0.0899579635684259
